C1OC2=C(O1)C=C3C(=C2)C=C(C(=O)N3)CN(CCCO)CC4=NN=NN4CC5=CC=C(C=C5)F,1
CCN1C2=CC=CC=C2C(=C3C(=O)N(C(=S)S3)CCCOC)C1=O,1
CC(=O)N(C1=CC2=C(C=C1)OC(=O)S2)S(=O)(=O)C3=CC=CS3,1
C1=CC=C(C=C1)C2=NNC(=N2)C3=CC=CC=C3Cl,1
COC1=CC=CC=C1CNC(=O)CN2N=C(N=N2)C3=CC=NC=C3,1
COC1=CC=C(C=C1)C2C(=C(C3=CC=C(C=C3)OC)O)C(=O)C(=O)N2CCCC(=O)O,0
COC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CSC3=NNC(=N3)C4=CC=CC=C4,1
CCN1C(=NN=C1SCC(=O)N(CC)CC)C2=CC3=CC=CC=C3C=C2O,1
CC1CCCC(N1C(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCC(CC3)N4C5=C(C=C(C=C5)C)N=N4)C,0
COC1=CC=CC2=C1NC=C(C2=O)C(=O)NCC3=CC=CS3,1
CC(C)(C)NC(=O)CSC1=NN=C(N1C2CCCCC2)CC3=CC4=C(C=C3)OCO4,0
C1=CC=C(C=C1)COC(=O)CSC2=NC3=C(C4=C(N3)C=CC(=C4)F)N=N2,1
CCC1=C(N2C(=NC=N2)N=C1C)NCCC3=CC=C(C=C3)OC,1
CCOC(=O)CSC1=C(C(C2=C(N1)CCCC2=O)C)C#N,1
CC1=CC2=C(C=C1)C=C(C3=NN=C(N23)SCC(=O)NCC4=CC=CO4)C,1
CCOC(=O)N1CCN(CC1)S(=O)(=O)CC2=CC=CC=C2,0
CCSC1=C(C2(CCCCC2)C(=C(N1)N)C#N)C#N,1
C1CN(CCN1C2=NC=C(C=C2)C(F)(F)F)C3=CC(=NC4=NC=NN34)C5=CC=CC=C5,1
CCOC(=O)C(C(C1=CC(=CC=C1)N(CCO)CCO)OC(=O)C)NC(=O)C,0
CCC(=O)NC1=CC2=C(C=C1C(=O)C3=CC=CC=C3)OCCO2,1
CC1=CC(=NC(=N1)N2CCC(CC2)C(=O)NCCC3=CC=C(C=C3)F)C,0
COC1=CC(=CC(=C1OC)OC)C2=NN=C(O2)C3=CC=C(C=C3)N4CCOCC4,0
CN(C)C=C1C(=O)N(C(=O)N(C1=O)C2CCCCC2)C3CCCCC3,0
CC1=CC(=C(C=C1)C)C(=C2C(N(C(=O)C2=O)CCN3CCOCC3)C4=CC=CO4)O,1
CN1C2=CC=CC=C2N=C1SC3=CS(=O)(=O)C4=CC=CC=C43,1
CCOC1=CC=C(C=C1)C2=NN=C(O2)C3=CC=NC=C3,1
CC(C(=O)NC1CCCC1)N(C2=CC3=C(C=C2)OCCO3)C(=O)C4=C(C(=NS4)C(=O)N)N,0
CC1(C(=O)N(C(=N1)SCCC#N)C2=CC=CC=C2)CCC#N,0
CC1=CC(=CC=C1)NC(=O)CSC2=NNC(=N2)C3=CC=NC=C3,1
C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)CN4CCOCC4,1
CC(=O)NC1(CCN(CC1)CC(=O)NC2CCCCC2)C3=CC(=CC=C3)F,0
CC1=C(C=C(C=C1)Cl)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,0
CC1=CC(=CC=C1)NC2=NC3=C(N2CC(CO)O)C(=O)N(C(=O)N3C)C,1
CCOC(=O)C1=C(SC(=C1C)C)NC(=O)CSC2=NN=NN2C,1
CCN1C(=NN=C1SCC(=O)NC(C)(C)C)CC2=CC=CC=C2,0
CCOC(=O)C1=CC=C(C=C1)NC(=O)C2CCCO2,1
COC1=C(C=C2C(=C1)C=C(C(=O)N2)CN(CCCO)S(=O)(=O)C3=CC=CC=C3Cl)OC,0
CCC1=NN=C(S1)NC(=O)CSC2=NN=C(N2CC3=CC=CC=C3)COC4=CC=CC=C4,1
CC(C)CN1C(=CN=C1SCC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl,1
CSC1=NC2=NC3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N2N1,1
CCC1=CC2=C(N=CN=C2S1)NCCO,1
CC1=CC(=C(C=C1)C)C(=C2C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CN=CC=C4)O,1
CC1=CC(=NN1C2=NC3=C(N2CC(C)C)C(=O)NC(=O)N3C)C,0
C1=CC(=CC=C1C2=C(C(=NN2)N)Cl)Br,1
CC1=C(C(=NN1C)C)CNC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=CC=C4,0
CN(CCC#N)CC(=O)NC1=CC=C(C=C1)NC(=O)CN(C)CCC#N,0
CC1=CC=C(C=C1)C(C2=NN=NN2CC3CCCO3)N4CCN(CC4)C(=O)C5=CC=CO5,0
CCN(CC)C1=CC2=C(C=C1)C(=C(C(=O)O2)Br)Cl,1
